Paragraf	Hovedområde	Aktivitetsområde	Hovedkonto	Underkonto	Standardkonto	R 2013	B 2014	F 2015	BO 1 2016	BO 2 2017	BO 3 2018
Kulturministeriet	Idræts- og fritidsfaciliteter	Idræts- og fritidsfaciliteter	Forskellige tilskud til idrætsformål	Tilskud til handicapidrætskonsulenter	Andre driftsindtægter	-10.9	-10.0	-10.0	-10.0	-10.0	-10.0
Kulturministeriet	Idræts- og fritidsfaciliteter	Idræts- og fritidsfaciliteter	Forskellige tilskud til idrætsformål	Tilskud til handicapidrætskonsulenter	Tilskud til anden virks. og invest.tilskud	10.0	10.0	10.0	10.0	10.0	10.0
Kulturministeriet	Folkeoplysning	Folkehøjskoler	Reserver og budgetregulering	Omstillingsreserve	Reserver og budgetregulering	0.0	0.0	0.0	10.2	20.6	30.9
Kulturministeriet	Folkeoplysning	Folkehøjskoler	Grundtilskud til folkehøjskoler	Seniorhøjskoler	Tilskud til anden virks. og invest.tilskud	0.0	0.9	2.1	2.1	2.1	2.1
Kulturministeriet	Folkeoplysning	Folkehøjskoler	Grundtilskud til folkehøjskoler	Grundtilskud til folkehøjskoler	Tilskud til anden virks. og invest.tilskud	40.5	45.8	45.8	48.8	51.7	51.7
Kulturministeriet	Folkeoplysning	Folkehøjskoler	Kommunale bidrag vedrørende ungdomshøjskoler	Kommunale bidrag vedrørende ungdomshøjskoler	Overførselsindt. fra kommuner og regioner	-1.0	-0.7	-1.0	-1.0	-1.0	-1.0
Kulturministeriet	Folkeoplysning	Folkehøjskoler	Folkehøjskoler	Elevstøtte for elever under 18 år	Tilskud til personer	1.5	0.0	0.0	0.0	0.0	0.0
Kulturministeriet	Folkeoplysning	Folkehøjskoler	Folkehøjskoler	Elevstøtte for elever under 18 år	Tilskud til anden virks. og invest.tilskud	0.0	1.1	1.3	0.9	0.9	0.9
Kulturministeriet	Folkeoplysning	Folkehøjskoler	Folkehøjskoler	Tillægstakster til særligt	Tilskud til anden virks. og invest.tilskud	17.7	17.4	16.9	16.3	15.9	15.6
Kulturministeriet	Folkeoplysning	Folkehøjskoler	Folkehøjskoler	Tilskud til specialundervisning	Tilskud til anden virks. og invest.tilskud	2.2	2.1	2.1	1.2	1.1	1.1
Kulturministeriet	Folkeoplysning	Folkehøjskoler	Folkehøjskoler	Tilskud til svært handicappede	Tilskud til anden virks. og invest.tilskud	66.4	39.2	42.0	44.5	43.6	42.7
Kulturministeriet	Folkeoplysning	Folkehøjskoler	Folkehøjskoler	Driftstakster	Andre ordinære driftsomkostninger	0.0	0.0	-0.4	0.0	0.0	0.0
Kulturministeriet	Folkeoplysning	Folkehøjskoler	Folkehøjskoler	Driftstakster	Tilskud til anden virks. og invest.tilskud	489.3	488.7	501.4	479.3	468.9	459.7
Kulturministeriet	Folkeoplysning	Fællesudgifter	Folkeuniversitetet	Folkeuniversitetet, administration	Tilskud til anden virks. og invest.tilskud	2.8	2.7	2.6	2.6	2.6	2.6
Kulturministeriet	Folkeoplysning	Fællesudgifter	Folkeuniversitetet	Folkeuniversitetet, drift	Tilskud til anden virks. og invest.tilskud	12.4	12.1	11.9	12.0	11.9	11.9
Kulturministeriet	Folkeoplysning	Fællesudgifter	Folkeoplysning mv.	Pulj. til miljø - energiforbedr. på f-højskol	Tilskud til anden virks. og invest.tilskud	0.0	1.5	2.5	0.0	0.0	0.0
Kulturministeriet	Folkeoplysning	Fællesudgifter	Folkeoplysning mv.	Tilskud til højskoleophold i Norden	Tilskud til anden virks. og invest.tilskud	0.8	0.8	0.8	0.8	0.8	0.8
Kulturministeriet	Folkeoplysning	Fællesudgifter	Folkeoplysning mv.	Tilskud til vikarudgifter	Tilskud til anden virks. og invest.tilskud	1.2	1.2	1.2	1.2	1.2	1.2
Kulturministeriet	Folkeoplysning	Fællesudgifter	Folkeoplysning mv.	Udviklingspulje for folkehøjskoler	Tilskud til anden virks. og invest.tilskud	0.0	3.0	2.0	2.0	0.0	0.0
Kulturministeriet	Folkeoplysning	Fællesudgifter	Folkeoplysning mv.	Stipendieordn. for udenlandske højskoleelever	Tilskud til anden virks. og invest.tilskud	3.0	3.0	3.0	3.1	3.1	3.1
Kulturministeriet	Folkeoplysning	Fællesudgifter	Folkeoplysning mv.	Tilskud til folkeoplys. aktiviteter i Norden	Tilskud til anden virks. og invest.tilskud	0.5	0.5	0.5	0.5	0.5	0.5
Kulturministeriet	Folkeoplysning	Fællesudgifter	Folkeoplysning mv.	Sommercamp på folkehøjskoler	Tilskud til anden virks. og invest.tilskud	0.0	0.8	0.8	0.8	0.8	0.0
Kulturministeriet	Folkeoplysning	Fællesudgifter	Folkeoplysning mv.	Børneskolen ved Højskolen Skærgården	Tilskud til anden virks. og invest.tilskud	0.3	0.3	0.3	0.3	0.3	0.3
Kulturministeriet	Folkeoplysning	Fællesudgifter	Folkeoplysning mv.	Pulje vedrørende EU-oplysning	Tilskud til anden virks. og invest.tilskud	1.8	0.0	0.0	0.0	0.0	0.0
Kulturministeriet	Folkeoplysning	Fællesudgifter	Folkeoplysning mv.	Oplysning om Den Europæiske Union	Interne statslige overførselsudgifter	1.8	1.8	2.6	0.0	0.0	0.0
Kulturministeriet	Folkeoplysning	Fællesudgifter	Folkeoplysning mv.	Oplysning om Den Europæiske Union	Tilskud til anden virks. og invest.tilskud	18.6	18.4	33.4	0.0	0.0	0.0
Kulturministeriet	Folkeoplysning	Fællesudgifter	Folkeoplysning mv.	Tilskud til organisationer m.v.	Tilskud til anden virks. og invest.tilskud	6.6	6.5	6.4	6.5	6.5	6.5
Kulturministeriet	Folkeoplysning	Fællesudgifter	Folkeoplysning mv.	100 året for grundlovsrevisionen i 1915	Tilskud til anden virks. og invest.tilskud	0.3	0.0	0.0	0.0	0.0	0.0
Kulturministeriet	Folkeoplysning	Fællesudgifter	Folkeoplysning mv.	200 året for den norske grundlov	Tilskud til anden virks. og invest.tilskud	0.6	0.6	0.0	0.0	0.0	0.0
Kulturministeriet	Folkeoplysning	Fællesudgifter	Folkeoplysning mv.	Konsulentvirksomhed og medarbejderuddannelse	Tilskud til anden virks. og invest.tilskud	6.3	6.1	6.0	6.0	6.0	6.0
Kulturministeriet	Folkeoplysning	Fællesudgifter	Folkeoplysning mv.	Kursusvirksomhed for voksne døve	Tilskud til anden virks. og invest.tilskud	7.2	7.0	6.9	7.0	7.0	7.0
Kulturministeriet	Folkeoplysning	Fællesudgifter	Folkeoplysning mv.	Handicappedes delt. i folkeoplysende virks.	Tilskud til anden virks. og invest.tilskud	7.0	7.0	6.9	6.9	3.9	3.9
Kulturministeriet	Folkeoplysning	Fællesudgifter	Folkeoplysning mv.	Udvikling og efteruddannelse	Tilskud til anden virks. og invest.tilskud	8.3	8.3	8.3	8.3	8.3	8.3
Kulturministeriet	Videregående uddannelse	Andre uddannelsesaktiviteter	Diverse tilskud mv.	Det Danske Musicalakademi	Andre driftsindtægter	-0.7	-0.7	0.0	-0.7	-0.7	-0.7
Kulturministeriet	Videregående uddannelse	Andre uddannelsesaktiviteter	Diverse tilskud mv.	Det Danske Musicalakademi	Tilskud til anden virks. og invest.tilskud	5.2	4.5	0.0	4.5	4.4	4.4
Kulturministeriet	Videregående uddannelse	Andre uddannelsesaktiviteter	Diverse tilskud mv.	Station Next	Andre driftsindtægter	0.0	-6.4	0.0	0.0	0.0	0.0
Kulturministeriet	Videregående uddannelse	Andre uddannelsesaktiviteter	Diverse tilskud mv.	Station Next	Øvrige overførselsindtægter	-6.4	0.0	-6.7	-6.7	-6.7	-6.7
Kulturministeriet	Videregående uddannelse	Andre uddannelsesaktiviteter	Diverse tilskud mv.	Station Next	Tilskud til anden virks. og invest.tilskud	6.4	6.4	6.7	6.7	6.7	6.7
Kulturministeriet	Videregående uddannelse	Andre uddannelsesaktiviteter	Diverse tilskud mv.	Forsøg med Nycirkusuddannelse	Tilskud til anden virks. og invest.tilskud	0.0	1.5	1.5	1.5	0.0	0.0
Kulturministeriet	Videregående uddannelse	Andre uddannelsesaktiviteter	Diverse tilskud mv.	Odsherred Teaterskole	Andre driftsindtægter	-1.4	-1.4	0.0	-1.4	-1.4	-1.4
Kulturministeriet	Videregående uddannelse	Andre uddannelsesaktiviteter	Diverse tilskud mv.	Odsherred Teaterskole	Tilskud til anden virks. og invest.tilskud	3.2	3.2	0.0	3.2	3.2	3.2
Kulturministeriet	Videregående uddannelse	Andre uddannelsesaktiviteter	Dramatikeruddannelsen	Dramatikeruddannelsen	Andre driftsindtægter	-1.4	-1.4	0.0	-1.3	-1.3	-1.3
Kulturministeriet	Videregående uddannelse	Andre uddannelsesaktiviteter	Dramatikeruddannelsen	Dramatikeruddannelsen	Tilskud til anden virks. og invest.tilskud	1.4	1.4	0.0	1.3	1.3	1.3
Kulturministeriet	Videregående uddannelse	Andre uddannelsesaktiviteter	Forfatterskolen	Forfatterskolen	Andre driftsindtægter	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0
Kulturministeriet	Videregående uddannelse	Andre uddannelsesaktiviteter	Forfatterskolen	Forfatterskolen	Tilskud til anden virks. og invest.tilskud	3.0	3.0	3.0	3.0	3.0	3.0
Kulturministeriet	Videregående uddannelse	Andre uddannelsesaktiviteter	Skuespillerskolen i Aarhus	Skuespillerskolen ved Aarhus Teater	Andre driftsindtægter	-8.2	-8.2	0.0	-8.2	-8.2	-8.1
Kulturministeriet	Videregående uddannelse	Andre uddannelsesaktiviteter	Skuespillerskolen i Aarhus	Skuespillerskolen ved Aarhus Teater	Tilskud til anden virks. og invest.tilskud	8.2	8.2	0.0	8.2	8.2	8.1
Kulturministeriet	Videregående uddannelse	Andre uddannelsesaktiviteter	Det Jyske Kunstakad. og Det Fynske Kunstakad.	Det Jyske Kunstakademi	Andre driftsindtægter	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
Kulturministeriet	Videregående uddannelse	Andre uddannelsesaktiviteter	Det Jyske Kunstakad. og Det Fynske Kunstakad.	Det Jyske Kunstakademi	Tilskud til anden virks. og invest.tilskud	1.0	1.0	1.0	1.0	1.0	1.0
Kulturministeriet	Videregående uddannelse	Andre uddannelsesaktiviteter	Det Jyske Kunstakad. og Det Fynske Kunstakad.	Det Fynske Kunstakademi	Andre driftsindtægter	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4
Kulturministeriet	Videregående uddannelse	Andre uddannelsesaktiviteter	Det Jyske Kunstakad. og Det Fynske Kunstakad.	Det Fynske Kunstakademi	Tilskud til anden virks. og invest.tilskud	1.4	1.4	1.4	1.4	1.4	1.4
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Budgetregulering	Basisforskningsmidler, løn	Reserver og budgetregulering	0.0	1.7	1.7	1.7	0.0	0.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Budgetregulering	Uddannelsespulje, øvrig drift	Reserver og budgetregulering	0.0	4.4	-0.7	7.0	9.6	9.4
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Budgetregulering	Uddannelsespulje, løn	Reserver og budgetregulering	0.0	0.0	-0.7	3.5	0.6	0.6
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Budgetregulering	Omprioriteringsreserve på uddannelsesområdet	Reserver og budgetregulering	0.0	1.8	-2.3	3.9	4.5	5.7
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Budgetregulering	Omprioriteringsreserve, løn	Reserver og budgetregulering	0.0	0.0	2.0	2.4	3.6	4.7
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Filmskole	Andre tilskudsfinansierede aktiviteter	Salg af varer	-0.1	0.0	0.0	0.0	0.0	0.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Filmskole	Andre tilskudsfinansierede aktiviteter	Husleje, leje af arealer,leasing	0.6	0.0	0.0	0.0	0.0	0.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Filmskole	Andre tilskudsfinansierede aktiviteter	Lønninger / personaleomkostninger	3.0	2.1	2.1	2.1	2.1	2.1
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Filmskole	Andre tilskudsfinansierede aktiviteter	Andre ordinære driftsomkostninger	2.8	2.6	2.6	2.6	2.6	2.6
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Filmskole	Andre tilskudsfinansierede aktiviteter	Skatter og afgifter	0.0	0.0	0.0	0.0	0.0	0.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Filmskole	Andre tilskudsfinansierede aktiviteter	Interne statslige overførselsindtægter	-1.7	0.0	0.0	0.0	0.0	0.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Filmskole	Andre tilskudsfinansierede aktiviteter	Øvrige overførselsindtægter	-4.7	-4.7	-4.7	-4.7	-4.7	-4.7
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Filmskole	Indtægtsdækket virksomhed	Salg af varer	-0.3	-1.0	-1.0	-1.0	-1.0	-1.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Filmskole	Indtægtsdækket virksomhed	Lønninger / personaleomkostninger	0.3	0.5	0.5	0.5	0.5	0.5
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Filmskole	Indtægtsdækket virksomhed	Andre driftsindtægter	-0.0	0.0	0.0	0.0	0.0	0.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Filmskole	Indtægtsdækket virksomhed	Andre ordinære driftsomkostninger	0.0	0.5	0.5	0.5	0.5	0.5
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Filmskole	Indtægtsdækket virksomhed	Fri egenkapital (budget. af årets resultat)	0.0	0.0	0.0	0.0	0.0	0.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Filmskole	Almindelig virksomhed	Salg af varer	-2.1	0.0	0.0	0.0	0.0	0.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Filmskole	Almindelig virksomhed	Husleje, leje af arealer,leasing	8.0	8.5	8.5	8.5	8.5	8.5
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Filmskole	Almindelig virksomhed	Lønninger / personaleomkostninger	24.4	24.6	25.5	24.6	24.5	24.3
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Filmskole	Almindelig virksomhed	Af- og nedskrivninger	1.8	1.5	2.0	1.8	1.7	1.5
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Filmskole	Almindelig virksomhed	Andre driftsindtægter	-0.0	0.0	0.0	0.0	0.0	0.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Filmskole	Almindelig virksomhed	Andre ordinære driftsomkostninger	13.5	9.4	10.5	9.7	9.7	9.9
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Filmskole	Almindelig virksomhed	Finansielle omkostninger	0.2	0.2	0.2	0.2	0.2	0.1
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Filmskole	Almindelig virksomhed	Skatter og afgifter	-0.4	0.0	0.0	0.0	0.0	0.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Filmskole	Almindelig virksomhed	Interne statslige overførselsindtægter	-0.1	0.0	0.0	0.0	0.0	0.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Filmskole	Almindelig virksomhed	Øvrige overførselsindtægter	0.2	0.0	0.0	0.0	0.0	0.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Filmskole	Almindelig virksomhed	Interne statslige overførselsudgifter	0.5	0.7	0.0	0.0	0.0	0.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Filmskole	Almindelig virksomhed	Fri egenkapital (budget. af årets resultat)	-0.2	0.0	0.0	0.0	0.0	0.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Filmskole	Almindelig virksomhed	Reserveret bevilling (budget. forbrug heraf)	-0.5	0.0	0.0	0.0	0.0	0.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Scenekunstskole	Andre tilskudsfinansierede aktiviteter	Lønninger / personaleomkostninger	0.1	0.3	0.3	0.3	0.3	0.3
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Scenekunstskole	Andre tilskudsfinansierede aktiviteter	Andre driftsindtægter	0.0	-0.3	-0.3	-0.3	-0.3	-0.3
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Scenekunstskole	Andre tilskudsfinansierede aktiviteter	Andre ordinære driftsomkostninger	0.4	0.0	0.0	0.0	0.0	0.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Scenekunstskole	Andre tilskudsfinansierede aktiviteter	Interne statslige overførselsindtægter	-0.5	0.0	0.0	0.0	0.0	0.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Scenekunstskole	Andre tilskudsfinansierede aktiviteter	Tilskud til personer	0.1	0.0	0.0	0.0	0.0	0.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Scenekunstskole	Almindelig virksomhed	Salg af varer	-1.2	-0.8	-0.8	-0.8	-0.8	-0.8
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Scenekunstskole	Almindelig virksomhed	Husleje, leje af arealer,leasing	8.2	8.0	8.0	8.1	8.1	8.1
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Scenekunstskole	Almindelig virksomhed	Lønninger / personaleomkostninger	30.2	31.0	47.9	30.6	30.5	30.3
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Scenekunstskole	Almindelig virksomhed	Fradrag for anlægsløn	-0.1	0.0	0.0	0.0	0.0	0.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Scenekunstskole	Almindelig virksomhed	Af- og nedskrivninger	0.8	0.7	0.7	0.7	0.7	0.7
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Scenekunstskole	Almindelig virksomhed	Andre driftsindtægter	0.0	-0.9	-11.9	0.0	0.0	0.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Scenekunstskole	Almindelig virksomhed	Andre ordinære driftsomkostninger	12.7	10.4	23.1	10.8	10.7	10.6
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Scenekunstskole	Almindelig virksomhed	Finansielle indtægter	-0.0	0.0	0.0	0.0	0.0	0.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Scenekunstskole	Almindelig virksomhed	Finansielle omkostninger	0.1	0.1	0.1	0.1	0.1	0.1
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Scenekunstskole	Almindelig virksomhed	Interne statslige overførselsindtægter	-0.2	0.0	0.0	0.0	0.0	0.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Scenekunstskole	Almindelig virksomhed	Øvrige overførselsindtægter	-0.0	0.0	-1.0	-1.0	-1.0	-1.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Scenekunstskole	Almindelig virksomhed	Interne statslige overførselsudgifter	0.6	0.6	0.0	0.0	0.0	0.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Scenekunstskole	Almindelig virksomhed	Tilskud til personer	0.1	0.0	0.0	0.0	0.0	0.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Scenekunstskole	Almindelig virksomhed	Fri egenkapital (budget. af årets resultat)	-1.3	0.0	0.0	0.0	0.0	0.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Den Danske Scenekunstskole	Almindelig virksomhed	Reserveret bevilling (budget. forbrug heraf)	-0.3	0.0	0.0	0.0	0.0	0.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Syddansk Musikkonservatorium	Andre tilskudsfinansierede aktiviteter	Husleje, leje af arealer,leasing	0.0	0.0	0.0	0.0	0.0	0.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Syddansk Musikkonservatorium	Andre tilskudsfinansierede aktiviteter	Lønninger / personaleomkostninger	0.1	0.2	0.3	0.3	0.3	0.3
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Syddansk Musikkonservatorium	Andre tilskudsfinansierede aktiviteter	Andre ordinære driftsomkostninger	0.1	0.4	0.6	0.6	0.6	0.6
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Syddansk Musikkonservatorium	Andre tilskudsfinansierede aktiviteter	Øvrige overførselsindtægter	-0.5	-0.6	-0.9	-0.9	-0.9	-0.9
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Syddansk Musikkonservatorium	Andre tilskudsfinansierede aktiviteter	Tilskud til personer	0.3	0.0	0.0	0.0	0.0	0.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Syddansk Musikkonservatorium	Tilskudsfinansieret virksomhed	Lønninger / personaleomkostninger	0.0	0.1	0.1	0.1	0.1	0.1
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Syddansk Musikkonservatorium	Tilskudsfinansieret virksomhed	Øvrige overførselsindtægter	0.0	-0.1	-0.1	-0.1	-0.1	-0.1
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Syddansk Musikkonservatorium	Indtægtsdækket virksomhed	Salg af varer	-0.1	-0.2	-0.2	-0.2	-0.2	-0.2
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Syddansk Musikkonservatorium	Indtægtsdækket virksomhed	Lønninger / personaleomkostninger	0.1	0.2	0.1	0.1	0.1	0.1
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Syddansk Musikkonservatorium	Indtægtsdækket virksomhed	Andre ordinære driftsomkostninger	0.0	0.0	0.1	0.1	0.1	0.1
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Syddansk Musikkonservatorium	Indtægtsdækket virksomhed	Fri egenkapital (budget. af årets resultat)	0.0	0.0	0.0	0.0	0.0	0.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Syddansk Musikkonservatorium	Almindelig virksomhed	Salg af varer	-0.8	-1.0	-0.8	-0.8	-0.8	-0.8
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Syddansk Musikkonservatorium	Almindelig virksomhed	Husleje, leje af arealer,leasing	8.5	8.5	8.6	8.6	8.6	8.6
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Syddansk Musikkonservatorium	Almindelig virksomhed	Lønninger / personaleomkostninger	32.4	34.1	28.9	33.2	33.1	32.9
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Syddansk Musikkonservatorium	Almindelig virksomhed	Af- og nedskrivninger	1.0	1.2	1.1	1.2	1.5	1.5
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Syddansk Musikkonservatorium	Almindelig virksomhed	Andre driftsindtægter	-0.0	0.0	0.1	0.0	0.0	0.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Syddansk Musikkonservatorium	Almindelig virksomhed	Andre ordinære driftsomkostninger	11.4	8.6	6.6	9.1	8.6	8.5
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Syddansk Musikkonservatorium	Almindelig virksomhed	Finansielle indtægter	-0.0	0.0	0.0	0.0	0.0	0.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Syddansk Musikkonservatorium	Almindelig virksomhed	Finansielle omkostninger	0.5	0.6	0.6	0.6	0.7	0.7
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Syddansk Musikkonservatorium	Almindelig virksomhed	Interne statslige overførselsudgifter	0.0	0.6	0.0	0.0	0.0	0.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Syddansk Musikkonservatorium	Almindelig virksomhed	Tilskud til personer	0.1	0.0	0.0	0.0	0.0	0.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Syddansk Musikkonservatorium	Almindelig virksomhed	Tilskud til anden virks. og invest.tilskud	0.0	0.0	0.0	0.0	0.0	0.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Syddansk Musikkonservatorium	Almindelig virksomhed	Fri egenkapital (budget. af årets resultat)	0.0	0.0	0.0	0.0	0.0	0.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Det Jyske Musikkonservatorium	Andre tilskudsfinansierede aktiviteter	Husleje, leje af arealer,leasing	0.0	0.0	0.0	0.0	0.0	0.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Det Jyske Musikkonservatorium	Andre tilskudsfinansierede aktiviteter	Lønninger / personaleomkostninger	0.5	0.6	0.6	0.6	0.6	0.6
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Det Jyske Musikkonservatorium	Andre tilskudsfinansierede aktiviteter	Andre driftsindtægter	-0.0	0.0	0.0	0.0	0.0	0.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Det Jyske Musikkonservatorium	Andre tilskudsfinansierede aktiviteter	Andre ordinære driftsomkostninger	0.7	0.5	0.5	0.5	0.5	0.5
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Det Jyske Musikkonservatorium	Andre tilskudsfinansierede aktiviteter	Interne statslige overførselsindtægter	-0.0	0.0	0.0	0.0	0.0	0.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Det Jyske Musikkonservatorium	Andre tilskudsfinansierede aktiviteter	Øvrige overførselsindtægter	-1.6	-1.1	-1.1	-1.1	-1.1	-1.1
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Det Jyske Musikkonservatorium	Andre tilskudsfinansierede aktiviteter	Interne statslige overførselsudgifter	0.1	0.0	0.0	0.0	0.0	0.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Det Jyske Musikkonservatorium	Andre tilskudsfinansierede aktiviteter	Tilskud til personer	0.3	0.0	0.0	0.0	0.0	0.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Det Jyske Musikkonservatorium	Tilskudsfinansieret forskningsvirksomhed	Lønninger / personaleomkostninger	0.4	0.5	0.5	0.5	0.5	0.5
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Det Jyske Musikkonservatorium	Tilskudsfinansieret forskningsvirksomhed	Andre ordinære driftsomkostninger	0.1	0.0	0.0	0.0	0.0	0.0
Kulturministeriet	Videregående uddannelse	Uddannelsesinstitutioner mv.	Det Jyske Musikkonservatorium	Tilskudsfinansieret forskningsvirksomhed	Interne statslige overførselsindtægter	-0.0	0.0	0.0	0.0	0.0	0.0
